id,Prices
7129300520,289062.88
6414100192,870421.5
5631500400,236079.97
2487200875,383763.94
1954400510,363604.0
7237550310,1836722.0
1321400060,404522.5
2008000270,271818.1
2414600126,310518.66
3793500160,394817.4
1736800520,1114991.0
9212900260,342848.56
114101516,313801.34
6054650070,314205.9
1175000570,442091.22
9297300055,833232.75
1875500060,477807.97
6865200140,397524.16
16000397,317903.56
7983200060,280151.88
6300500875,370489.47
2524049179,897067.56
7137970340,432279.12
8091400200,324018.7
3814700200,550047.9
1202000200,483917.9
1794500383,846245.0
3303700376,409741.78
5101402488,373083.97
1873100390,524539.4
8562750320,513285.03
2426039314,358621.22
461000390,541854.2
7589200193,317940.2
7955080270,415589.38
9547205180,677366.06
9435300030,292086.53
2768000400,552103.75
7895500070,290095.16
2078500320,533817.06
5547700270,524117.34
7766200013,1057771.0
7203220400,803985.7
9270200160,466273.66
1432701230,311874.03
8035350320,735605.9
8945200830,250375.84
4178300310,469341.3
9215400105,301857.28
822039084,708307.2
5245600105,274649.88
7231300125,723934.94
7518505990,375292.12
3626039271,511156.4
4217401195,801518.56
9822700295,576919.7
9478500640,451016.44
2799800710,527464.5
7922800400,738098.25
8079040320,409986.56
1516000055,485945.88
9558200045,294418.62
5072410070,533448.7
9528102996,483625.66
1189001180,379692.16
3253500160,840413.44
3394100030,574696.44
3717000160,448007.28
1274500060,239877.62
1802000060,696776.0
1525059190,1321128.4
1049000060,301154.16
8820901275,797932.6
5416510140,490852.53
3444100400,387655.28
3276920270,769522.7
4036801170,373825.7
2391600320,273351.9
6300000287,311563.12
1531000030,854104.56
5104520400,516228.97
7437100340,369911.16
9418400240,423184.53
1523059105,372679.72
1133000671,251383.55
4232902595,747635.56
2599001200,702781.8
3342103156,796472.4
1332700270,381419.9
3869900162,344071.56
2791500270,378257.5
5036300431,771729.44
4168000060,270603.56
6021501535,404062.16
6021501535,404062.16
1483300570,1012835.06
3422049190,425146.22
1099611230,265314.16
722079104,385579.62
7338200240,530776.94
1952200240,553556.5
5200100125,600649.8
7214720075,436921.34
2450000295,632167.94
6197800045,252033.12
1328310370,541191.75
546000875,420852.16
3530510041,356107.66
1853000400,726397.9
3134100116,536103.25
9545230140,471716.1
3362400511,357165.44
2525310310,376939.88
6126500060,499267.9
8961960160,892369.44
3626039325,1614363.5
3362400431,497102.12
4060000240,275505.28
3454800060,321041.16
1695900060,409379.1
7278700070,566463.56
6675500070,317532.34
3626039187,252100.78
3524049083,586203.0
3275860240,634608.7
4389200955,717389.94
4058801670,497126.22
8732020310,481011.22
2331300505,556785.6
7853210060,406736.2
3668000070,276401.8
9545240070,440581.94
1243100136,876998.75
8929000270,559189.6
2767602356,567182.9
921049315,288724.22
3655000070,416748.25
4027700812,555541.8
3992700335,337913.7
2767603505,389486.2
4232901525,340529.03
1777500060,587236.4
1432900240,310206.88
6140100875,305692.0
6071600370,449770.66
1526069017,772855.5
809001525,757300.3
3224079105,527302.56
8075400570,437763.4
1994200024,317007.94
3362900810,362485.3
1324300398,315870.6
537000445,287137.88
7855801670,1653862.5
7920100045,277095.28
8960000030,280119.03
6388930390,950799.75
8731900200,591498.44
8029200135,445213.97
1081200350,364405.94
84000105,427575.9
3756500060,379189.03
7215720160,858145.5
3574800520,406540.6
2617300160,408038.16
2558660270,384921.44
2009000370,385741.56
1836980160,545510.0
3261020370,665087.9
1755700060,307839.97
4330600435,334256.22
9542800700,534824.7
1999700045,370897.75
1762600070,874447.9
1687900520,547991.7
7234600798,362586.97
3881900445,376210.25
2254502445,298172.3
5437810320,419511.5
9158100075,376528.25
3830630310,359486.03
8123100045,675120.56
3127200041,488181.4
6661200320,321759.16
11510310,858397.94
825059270,1164313.1
8731951370,370020.7
1954440060,389109.06
2264500350,328827.7
1115810060,523910.22
9477200200,385925.22
1432600560,276342.06
2287000060,516759.12
3663500060,497977.97
3996900125,253817.47
7796450200,366400.94
7549802535,501661.06
3278600320,469867.0
2824079053,431676.06
1222069094,331139.84
3542300060,211958.47
2222059065,380007.47
7551300060,269792.66
100600550,365973.72
3211100860,232295.97
3456000310,535856.94
9526600140,531432.44
7465900060,265818.7
1222000055,247994.38
6300000550,528606.44
2310030510,361112.47
1025049114,378821.78
8677300550,521923.78
4014400292,636839.2
1102000196,362147.8
257000138,232569.4
46100204,794627.7
1909600046,490978.72
1250202145,1324797.9
7611200125,363741.7
5611500140,563079.56
7138000260,392174.22
626059335,546476.25
1922059282,530232.75
705700390,471646.12
7454001200,310168.06
8682281200,370199.7
7972000200,378370.03
722059070,310666.84
7202340400,343380.78
8096000060,415220.1
2424000060,518805.97
9264902050,608049.1
943100260,288293.53
3677400445,565152.7
1762600320,1017108.4
4058000060,488589.72
7228500560,533956.0
326069104,834432.1
5152100060,920451.9
3584000310,335104.12
8150100045,266947.34
1868901275,449910.2
6131600075,293382.8
9468200125,342561.1
8029510030,606317.9
2025069065,1054411.6
7899800890,258999.48
3021059276,423444.16
3797001895,378390.7
3832710960,418478.62
1310430400,737807.7
1422300030,353098.34
1105000588,293947.1
3830630060,366591.12
5101404898,472695.4
7972601890,508666.62
5127001620,379916.4
9407100800,275832.62
1873100060,508100.5
8722101360,541344.3
8644000060,295644.84
3325069129,429222.16
1400300055,256777.47
2123039032,246246.19
8078560140,358944.1
3438500192,259552.7
7974200510,332239.2
2557000400,460753.53
7960900060,1422960.5
4054500390,1581169.4
6378500125,309370.2
1745100140,321189.28
2976800796,304114.75
4235400186,339668.38
4215100060,571346.3
9189700045,655590.1
1126049053,940374.0
2022069200,435260.2
9412900055,545096.56
1722059235,550414.06
6874200960,277779.56
7424700045,1065640.8
7202360350,810323.3
5634500392,568591.5
1509500060,560031.3
7214810350,530323.8
6647200060,386225.16
9552700140,593099.25
2200500350,358899.56
6113400046,380247.53
6619910140,622840.6
1115450240,425532.56
6073240060,933355.75
9297300045,582019.56
9510920070,828376.8
5468730030,301516.06
8079030390,571455.06
600000152,430752.97
1840000030,375887.84
3225069065,2036037.9
3260800030,531297.4
2747100024,440750.5
5104530560,441849.84
4330600350,515985.53
5016001535,459906.53
7280300196,364167.38
8651520400,484748.06
7171200445,318372.16
3204800200,992503.9
3416600800,769527.2
7994700030,343944.53
1860600135,1118880.5
4139480200,1610056.5
4139480200,1610056.5
1328320800,423341.78
7771300125,598714.06
3422059208,377173.0
9521101455,417323.62
4337000335,194958.72
325059286,662921.0
2597650240,437752.62
3353400435,312198.56
7972000240,346376.62
7520000520,353911.78
7520000520,353911.78
3530210260,708840.25
1959700550,578142.9
1665400045,256465.53
9542850320,557653.56
3179100060,722796.94
2946001550,544816.75
8078490390,374864.2
9550201550,329840.34
191100045,533673.4
5009600070,379834.66
200350070,835767.4
2877103726,457094.16
405100295,333540.38
4268200055,376275.75
3126069068,521854.66
1115300070,841266.3
6414100671,562028.9
7004200060,264263.2
7852110140,526029.6
3969300030,218148.72
3969300030,218148.72
4048400070,270474.28
808000070,302967.03
7374200030,529499.44
7325600160,193478.33
2757000030,437589.6
616000140,320852.03
3363900111,346812.84
9262800171,355566.56
6607000126,470426.75
5416510830,373467.47
2201500030,390802.3
325059171,267530.78
952003285,746279.7
3211290370,382481.56
1072010350,586872.0
8856950070,360153.0
925059078,480039.25
7855801090,679873.4
723099065,427598.44
6116500075,644631.2
1118500030,885227.44
424069250,548610.75
3291800710,414696.03
6838700060,348833.84
2231500030,478305.78
2231500030,478305.78
7683900200,762668.2
8155830060,350373.47
98020310,693221.6
9423400140,375979.6
1545804860,352251.44
